Indikator,Ausprägung,Jahr,Raumbezug,Indikatorwert,Basiswert 1,Basiswert 2,Name Basiswert 1,Name Basiswert 2
Sozialversicherungspflichtig Beschäftigte - Anteil,insgesamt,2016,08 Schwanthalerhöhe,"59,9",13739.8,22944.5,sozialversicherungspflichtig Beschäftige (insgesamt),Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (insgesamt)
Sozialversicherungspflichtig Beschäftigte - Anteil,insgesamt,2016,09 Neuhausen - Nymphenburg,59,41658.3,70593.5,sozialversicherungspflichtig Beschäftige (insgesamt),Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (insgesamt)
Sozialversicherungspflichtig Beschäftigte - Anteil,insgesamt,2016,10 Moosach,"60,7",22331.8,36815.3,sozialversicherungspflichtig Beschäftige (insgesamt),Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (insgesamt)
Sozialversicherungspflichtig Beschäftigte - Anteil,insgesamt,2016,11 Milbertshofen - Am Hart,"57,6",31577.3,54861,sozialversicherungspflichtig Beschäftige (insgesamt),Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (insgesamt)
Sozialversicherungspflichtig Beschäftigte - Anteil,insgesamt,2016,12 Schwabing - Freimann,"53,3",29704.5,55757,sozialversicherungspflichtig Beschäftige (insgesamt),Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (insgesamt)
Sozialversicherungspflichtig Beschäftigte - Anteil,insgesamt,2016,13 Bogenhausen,"56,4",32642.8,57873.8,sozialversicherungspflichtig Beschäftige (insgesamt),Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (insgesamt)
Sozialversicherungspflichtig Beschäftigte - Anteil,insgesamt,2016,14 Berg am Laim,"61,3",19398,31654.3,sozialversicherungspflichtig Beschäftige (insgesamt),Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (insgesamt)
Sozialversicherungspflichtig Beschäftigte - Anteil,insgesamt,2016,15 Trudering - Riem,"57,6",27465.5,47710.8,sozialversicherungspflichtig Beschäftige (insgesamt),Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (insgesamt)
Sozialversicherungspflichtig Beschäftigte - Anteil,insgesamt,2016,16 Ramersdorf - Perlach,"57,8",43270.8,74858.5,sozialversicherungspflichtig Beschäftige (insgesamt),Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (insgesamt)
Sozialversicherungspflichtig Beschäftigte - Anteil,insgesamt,2016,17 Obergiesing - Fasangarten,61,24252.5,39760.5,sozialversicherungspflichtig Beschäftige (insgesamt),Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (insgesamt)
Sozialversicherungspflichtig Beschäftigte - Anteil,insgesamt,2016,18 Untergiesing - Harlaching,"57,7",21627.8,37474.8,sozialversicherungspflichtig Beschäftige (insgesamt),Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (insgesamt)
Sozialversicherungspflichtig Beschäftigte - Anteil,insgesamt,2016,19 Thalkirchen - Obersendling - Forstenried - Fürstenried - Solln,"58,1",36503.5,62798.5,sozialversicherungspflichtig Beschäftige (insgesamt),Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (insgesamt)
Sozialversicherungspflichtig Beschäftigte - Anteil,insgesamt,2016,20 Hadern,58,19241,33202,sozialversicherungspflichtig Beschäftige (insgesamt),Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (insgesamt)
Sozialversicherungspflichtig Beschäftigte - Anteil,insgesamt,2016,21 Pasing - Obermenzing,"57,2",28118.3,49128.5,sozialversicherungspflichtig Beschäftige (insgesamt),Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (insgesamt)
Sozialversicherungspflichtig Beschäftigte - Anteil,insgesamt,2016,22 Aubing - Lochhausen - Langwied,58,17048.5,29379,sozialversicherungspflichtig Beschäftige (insgesamt),Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (insgesamt)
Sozialversicherungspflichtig Beschäftigte - Anteil,insgesamt,2016,23 Allach - Untermenzing,58,12279.5,21176.8,sozialversicherungspflichtig Beschäftige (insgesamt),Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (insgesamt)
Sozialversicherungspflichtig Beschäftigte - Anteil,insgesamt,2016,24 Feldmoching - Hasenbergl,"58,6",24171.8,41216.3,sozialversicherungspflichtig Beschäftige (insgesamt),Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (insgesamt)
Sozialversicherungspflichtig Beschäftigte - Anteil,insgesamt,2016,25 Laim,"62,6",24587.5,39258.8,sozialversicherungspflichtig Beschäftige (insgesamt),Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (insgesamt)
Sozialversicherungspflichtig Beschäftigte - Anteil,insgesamt,2015,Stadt München,"57,4",606744.8,1057168,sozialversicherungspflichtig Beschäftige (insgesamt),Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (insgesamt)
Sozialversicherungspflichtig Beschäftigte - Anteil,insgesamt,2015,01 Altstadt - Lehel,"51,8",8052.8,15539.8,sozialversicherungspflichtig Beschäftige (insgesamt),Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (insgesamt)
Sozialversicherungspflichtig Beschäftigte - Anteil,insgesamt,2015,02 Ludwigsvorstadt - Isarvorstadt,55,23208.3,42203.8,sozialversicherungspflichtig Beschäftige (insgesamt),Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (insgesamt)
Sozialversicherungspflichtig Beschäftigte - Anteil,insgesamt,2015,03 Maxvorstadt,"57,2",24333,42531.8,sozialversicherungspflichtig Beschäftige (insgesamt),Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (insgesamt)
Sozialversicherungspflichtig Beschäftigte - Anteil,insgesamt,2015,04 Schwabing - West,"57,4",28201,49135.3,sozialversicherungspflichtig Beschäftige (insgesamt),Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (insgesamt)
Sozialversicherungspflichtig Beschäftigte - Anteil,insgesamt,2015,05 Au - Haidhausen,"59,2",26914.8,45482.3,sozialversicherungspflichtig Beschäftige (insgesamt),Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (insgesamt)
Sozialversicherungspflichtig Beschäftigte - Anteil,insgesamt,2015,06 Sendling,"59,5",18063.3,30341.3,sozialversicherungspflichtig Beschäftige (insgesamt),Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (insgesamt)
Sozialversicherungspflichtig Beschäftigte - Anteil,insgesamt,2015,07 Sendling - Westpark,"59,1",23713.3,40124.5,sozialversicherungspflichtig Beschäftige (insgesamt),Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (insgesamt)
Sozialversicherungspflichtig Beschäftigte - Anteil,insgesamt,2015,08 Schwanthalerhöhe,"58,8",13453.5,22894.3,sozialversicherungspflichtig Beschäftige (insgesamt),Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (insgesamt)
Sozialversicherungspflichtig Beschäftigte - Anteil,insgesamt,2015,09 Neuhausen - Nymphenburg,"57,6",40460.3,70276,sozialversicherungspflichtig Beschäftige (insgesamt),Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (insgesamt)
Sozialversicherungspflichtig Beschäftigte - Anteil,insgesamt,2015,10 Moosach,"58,8",21641.8,36795.8,sozialversicherungspflichtig Beschäftige (insgesamt),Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (insgesamt)
Sozialversicherungspflichtig Beschäftigte - Anteil,insgesamt,2015,11 Milbertshofen - Am Hart,"55,9",30268.3,54184,sozialversicherungspflichtig Beschäftige (insgesamt),Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (insgesamt)
Sozialversicherungspflichtig Beschäftigte - Anteil,insgesamt,2015,12 Schwabing - Freimann,"52,5",28302,53954,sozialversicherungspflichtig Beschäftige (insgesamt),Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (insgesamt)
Sozialversicherungspflichtig Beschäftigte - Anteil,insgesamt,2015,13 Bogenhausen,"55,7",31571.8,56662,sozialversicherungspflichtig Beschäftige (insgesamt),Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (insgesamt)
Sozialversicherungspflichtig Beschäftigte - Anteil,insgesamt,2015,14 Berg am Laim,"60,5",18861,31168,sozialversicherungspflichtig Beschäftige (insgesamt),Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (insgesamt)
Sozialversicherungspflichtig Beschäftigte - Anteil,insgesamt,2015,15 Trudering - Riem,"56,8",26336,46325.5,sozialversicherungspflichtig Beschäftige (insgesamt),Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (insgesamt)
Sozialversicherungspflichtig Beschäftigte - Anteil,insgesamt,2015,16 Ramersdorf - Perlach,"56,9",41904.3,73615,sozialversicherungspflichtig Beschäftige (insgesamt),Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (insgesamt)
Sozialversicherungspflichtig Beschäftigte - Anteil,insgesamt,2015,17 Obergiesing - Fasangarten,"59,4",23356,39307.3,sozialversicherungspflichtig Beschäftige (insgesamt),Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (insgesamt)
Sozialversicherungspflichtig Beschäftigte - Anteil,insgesamt,2015,18 Untergiesing - Harlaching,"57,2",20897,36510,sozialversicherungspflichtig Beschäftige (insgesamt),Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (insgesamt)
Sozialversicherungspflichtig Beschäftigte - Anteil,insgesamt,2015,19 Thalkirchen - Obersendling - Forstenried - Fürstenried - Solln,"57,5",35032.8,60903.3,sozialversicherungspflichtig Beschäftige (insgesamt),Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (insgesamt)
Sozialversicherungspflichtig Beschäftigte - Anteil,insgesamt,2015,20 Hadern,"56,4",18458.3,32740.5,sozialversicherungspflichtig Beschäftige (insgesamt),Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (insgesamt)
Sozialversicherungspflichtig Beschäftigte - Anteil,insgesamt,2015,21 Pasing - Obermenzing,"55,9",27000.3,48320.5,sozialversicherungspflichtig Beschäftige (insgesamt),Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (insgesamt)
Sozialversicherungspflichtig Beschäftigte - Anteil,insgesamt,2015,22 Aubing - Lochhausen - Langwied,"57,2",15945.5,27873,sozialversicherungspflichtig Beschäftige (insgesamt),Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (insgesamt)
Sozialversicherungspflichtig Beschäftigte - Anteil,insgesamt,2015,23 Allach - Untermenzing,"56,9",11870.3,20853,sozialversicherungspflichtig Beschäftige (insgesamt),Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (insgesamt)
Sozialversicherungspflichtig Beschäftigte - Anteil,insgesamt,2015,24 Feldmoching - Hasenbergl,57,23210.3,40705.5,sozialversicherungspflichtig Beschäftige (insgesamt),Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (insgesamt)
Sozialversicherungspflichtig Beschäftigte - Anteil,insgesamt,2015,25 Laim,"61,2",23703.3,38721.3,sozialversicherungspflichtig Beschäftige (insgesamt),Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (insgesamt)
Sozialversicherungspflichtig Beschäftigte - Anteil,insgesamt,2014,Stadt München,"56,2",582494.3,1037116.8,sozialversicherungspflichtig Beschäftige (insgesamt),Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (insgesamt)
Sozialversicherungspflichtig Beschäftigte - Anteil,insgesamt,2014,01 Altstadt - Lehel,"50,7",7747.8,15286.3,sozialversicherungspflichtig Beschäftige (insgesamt),Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (insgesamt)
Sozialversicherungspflichtig Beschäftigte - Anteil,insgesamt,2014,02 Ludwigsvorstadt - Isarvorstadt,"54,3",22078.5,40696.8,sozialversicherungspflichtig Beschäftige (insgesamt),Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (insgesamt)
Sozialversicherungspflichtig Beschäftigte - Anteil,insgesamt,2014,03 Maxvorstadt,"55,7",23262.8,41801.8,sozialversicherungspflichtig Beschäftige (insgesamt),Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (insgesamt)
Sozialversicherungspflichtig Beschäftigte - Anteil,insgesamt,2014,04 Schwabing - West,"55,8",27007.3,48384.5,sozialversicherungspflichtig Beschäftige (insgesamt),Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (insgesamt)
Sozialversicherungspflichtig Beschäftigte - Anteil,insgesamt,2014,05 Au - Haidhausen,"58,1",26032.8,44810,sozialversicherungspflichtig Beschäftige (insgesamt),Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (insgesamt)
Sozialversicherungspflichtig Beschäftigte - Anteil,insgesamt,2014,06 Sendling,"57,7",17344.3,30078,sozialversicherungspflichtig Beschäftige (insgesamt),Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (insgesamt)
Sozialversicherungspflichtig Beschäftigte - Anteil,insgesamt,2014,07 Sendling - Westpark,"57,7",22430.8,38879.8,sozialversicherungspflichtig Beschäftige (insgesamt),Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (insgesamt)
Sozialversicherungspflichtig Beschäftigte - Anteil,insgesamt,2014,08 Schwanthalerhöhe,58,13151,22684.3,sozialversicherungspflichtig Beschäftige (insgesamt),Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (insgesamt)
Sozialversicherungspflichtig Beschäftigte - Anteil,insgesamt,2014,09 Neuhausen - Nymphenburg,"56,3",39133.3,69544.5,sozialversicherungspflichtig Beschäftige (insgesamt),Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (insgesamt)
Sozialversicherungspflichtig Beschäftigte - Anteil,insgesamt,2014,10 Moosach,"57,2",20737.8,36246.8,sozialversicherungspflichtig Beschäftige (insgesamt),Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (insgesamt)
Sozialversicherungspflichtig Beschäftigte - Anteil,insgesamt,2014,11 Milbertshofen - Am Hart,"54,1",28940.3,53540.5,sozialversicherungspflichtig Beschäftige (insgesamt),Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (insgesamt)
Sozialversicherungspflichtig Beschäftigte - Anteil,insgesamt,2014,12 Schwabing - Freimann,"51,3",26970.3,52597.3,sozialversicherungspflichtig Beschäftige (insgesamt),Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (insgesamt)
Sozialversicherungspflichtig Beschäftigte - Anteil,insgesamt,2014,13 Bogenhausen,55,30492.8,55439.5,sozialversicherungspflichtig Beschäftige (insgesamt),Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (insgesamt)
Sozialversicherungspflichtig Beschäftigte - Anteil,insgesamt,2014,14 Berg am Laim,"59,6",18186.8,30492.3,sozialversicherungspflichtig Beschäftige (insgesamt),Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (insgesamt)
Sozialversicherungspflichtig Beschäftigte - Anteil,insgesamt,2014,15 Trudering - Riem,"56,2",25367.8,45167,sozialversicherungspflichtig Beschäftige (insgesamt),Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (insgesamt)
Sozialversicherungspflichtig Beschäftigte - Anteil,insgesamt,2014,16 Ramersdorf - Perlach,56,40391,72190.8,sozialversicherungspflichtig Beschäftige (insgesamt),Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (insgesamt)
Sozialversicherungspflichtig Beschäftigte - Anteil,insgesamt,2014,17 Obergiesing - Fasangarten,"58,1",22043,37969.8,sozialversicherungspflichtig Beschäftige (insgesamt),Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (insgesamt)
Sozialversicherungspflichtig Beschäftigte - Anteil,insgesamt,2014,18 Untergiesing - Harlaching,"56,2",20244.5,36038,sozialversicherungspflichtig Beschäftige (insgesamt),Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (insgesamt)
Sozialversicherungspflichtig Beschäftigte - Anteil,insgesamt,2014,19 Thalkirchen - Obersendling - Forstenried - Fürstenried - Solln,"56,1",33299,59370.8,sozialversicherungspflichtig Beschäftige (insgesamt),Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (insgesamt)
Sozialversicherungspflichtig Beschäftigte - Anteil,insgesamt,2014,20 Hadern,"55,3",17872.3,32327.8,sozialversicherungspflichtig Beschäftige (insgesamt),Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (insgesamt)
Sozialversicherungspflichtig Beschäftigte - Anteil,insgesamt,2014,21 Pasing - Obermenzing,"54,5",25882.5,47475.3,sozialversicherungspflichtig Beschäftige (insgesamt),Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (insgesamt)
Sozialversicherungspflichtig Beschäftigte - Anteil,insgesamt,2014,22 Aubing - Lochhausen - Langwied,"55,4",15250.5,27552.5,sozialversicherungspflichtig Beschäftige (insgesamt),Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (insgesamt)
Sozialversicherungspflichtig Beschäftigte - Anteil,insgesamt,2014,23 Allach - Untermenzing,"55,5",11351,20459.8,sozialversicherungspflichtig Beschäftige (insgesamt),Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (insgesamt)
Sozialversicherungspflichtig Beschäftigte - Anteil,insgesamt,2014,24 Feldmoching - Hasenbergl,"55,8",22267,39916.5,sozialversicherungspflichtig Beschäftige (insgesamt),Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (insgesamt)
Sozialversicherungspflichtig Beschäftigte - Anteil,insgesamt,2014,25 Laim,"59,8",22836.8,38165,sozialversicherungspflichtig Beschäftige (insgesamt),Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (insgesamt)
Sozialversicherungspflichtig Beschäftigte - Anteil,insgesamt,2013,Stadt München,"55,2",562669,1018595.8,sozialversicherungspflichtig Beschäftige (insgesamt),Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (insgesamt)
Sozialversicherungspflichtig Beschäftigte - Anteil,insgesamt,2013,01 Altstadt - Lehel,50,7498,15009.3,sozialversicherungspflichtig Beschäftige (insgesamt),Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (insgesamt)
Sozialversicherungspflichtig Beschäftigte - Anteil,insgesamt,2013,02 Ludwigsvorstadt - Isarvorstadt,"53,3",21289.3,39922,sozialversicherungspflichtig Beschäftige (insgesamt),Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (insgesamt)
Sozialversicherungspflichtig Beschäftigte - Anteil,insgesamt,2013,03 Maxvorstadt,"54,6",22481.5,41209.8,sozialversicherungspflichtig Beschäftige (insgesamt),Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (insgesamt)
Sozialversicherungspflichtig Beschäftigte - Anteil,insgesamt,2013,04 Schwabing - West,"54,7",26004,47562.8,sozialversicherungspflichtig Beschäftige (insgesamt),Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (insgesamt)
Sozialversicherungspflichtig Beschäftigte - Anteil,insgesamt,2013,05 Au - Haidhausen,"57,2",25339.3,44261,sozialversicherungspflichtig Beschäftige (insgesamt),Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (insgesamt)
Sozialversicherungspflichtig Beschäftigte - Anteil,insgesamt,2013,06 Sendling,"56,9",16888.5,29655,sozialversicherungspflichtig Beschäftige (insgesamt),Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (insgesamt)
Sozialversicherungspflichtig Beschäftigte - Anteil,insgesamt,2013,07 Sendling - Westpark,"56,8",21726,38240,sozialversicherungspflichtig Beschäftige (insgesamt),Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (insgesamt)
Sozialversicherungspflichtig Beschäftigte - Anteil,insgesamt,2013,08 Schwanthalerhöhe,"56,5",12684.3,22442.8,sozialversicherungspflichtig Beschäftige (insgesamt),Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (insgesamt)
Sozialversicherungspflichtig Beschäftigte - Anteil,insgesamt,2013,09 Neuhausen - Nymphenburg,"55,3",37987.5,68700.3,sozialversicherungspflichtig Beschäftige (insgesamt),Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (insgesamt)
Sozialversicherungspflichtig Beschäftigte - Anteil,insgesamt,2013,10 Moosach,"56,1",19801.5,35299.8,sozialversicherungspflichtig Beschäftige (insgesamt),Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (insgesamt)
Sozialversicherungspflichtig Beschäftigte - Anteil,insgesamt,2013,11 Milbertshofen - Am Hart,"53,1",27899.3,52504,sozialversicherungspflichtig Beschäftige (insgesamt),Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (insgesamt)
Sozialversicherungspflichtig Beschäftigte - Anteil,insgesamt,2013,12 Schwabing - Freimann,"51,6",26047.8,50478.3,sozialversicherungspflichtig Beschäftige (insgesamt),Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (insgesamt)
Sozialversicherungspflichtig Beschäftigte - Anteil,insgesamt,2013,13 Bogenhausen,"54,5",29557.3,54280.8,sozialversicherungspflichtig Beschäftige (insgesamt),Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (insgesamt)
Sozialversicherungspflichtig Beschäftigte - Anteil,insgesamt,2013,14 Berg am Laim,"59,1",17704.3,29963.5,sozialversicherungspflichtig Beschäftige (insgesamt),Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (insgesamt)
Sozialversicherungspflichtig Beschäftigte - Anteil,insgesamt,2013,15 Trudering - Riem,"55,2",24510,44422.5,sozialversicherungspflichtig Beschäftige (insgesamt),Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (insgesamt)
Sozialversicherungspflichtig Beschäftigte - Anteil,insgesamt,2013,16 Ramersdorf - Perlach,"55,2",39355.8,71319.3,sozialversicherungspflichtig Beschäftige (insgesamt),Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (insgesamt)
Sozialversicherungspflichtig Beschäftigte - Anteil,insgesamt,2013,17 Obergiesing - Fasangarten,"56,8",21067.3,37093.3,sozialversicherungspflichtig Beschäftige (insgesamt),Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (insgesamt)
Sozialversicherungspflichtig Beschäftigte - Anteil,insgesamt,2013,18 Untergiesing - Harlaching,55,19609,35665.5,sozialversicherungspflichtig Beschäftige (insgesamt),Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (insgesamt)
Sozialversicherungspflichtig Beschäftigte - Anteil,insgesamt,2013,19 Thalkirchen - Obersendling - Forstenried - Fürstenried - Solln,"54,6",32010.5,58649.8,sozialversicherungspflichtig Beschäftige (insgesamt),Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (insgesamt)
Sozialversicherungspflichtig Beschäftigte - Anteil,insgesamt,2013,20 Hadern,"54,5",17183.3,31543.5,sozialversicherungspflichtig Beschäftige (insgesamt),Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (insgesamt)
Sozialversicherungspflichtig Beschäftigte - Anteil,insgesamt,2013,21 Pasing - Obermenzing,"53,5",24865.8,46495.3,sozialversicherungspflichtig Beschäftige (insgesamt),Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (insgesamt)
Sozialversicherungspflichtig Beschäftigte - Anteil,insgesamt,2013,22 Aubing - Lochhausen - Langwied,"54,1",14594,26970.3,sozialversicherungspflichtig Beschäftige (insgesamt),Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (insgesamt)
Sozialversicherungspflichtig Beschäftigte - Anteil,insgesamt,2013,23 Allach - Untermenzing,"54,6",10986.5,20135,sozialversicherungspflichtig Beschäftige (insgesamt),Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (insgesamt)
Sozialversicherungspflichtig Beschäftigte - Anteil,insgesamt,2013,24 Feldmoching - Hasenbergl,"55,1",21538.3,39090.3,sozialversicherungspflichtig Beschäftige (insgesamt),Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (insgesamt)
Sozialversicherungspflichtig Beschäftigte - Anteil,insgesamt,2013,25 Laim,"58,8",22155.3,37680.5,sozialversicherungspflichtig Beschäftige (insgesamt),Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (insgesamt)
Sozialversicherungspflichtig Beschäftigte - Anteil,insgesamt,2012,Stadt München,"53,9",539589.5,1000170,sozialversicherungspflichtig Beschäftige (insgesamt),Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (insgesamt)
Sozialversicherungspflichtig Beschäftigte - Anteil,insgesamt,2012,01 Altstadt - Lehel,"48,9",7210.3,14755,sozialversicherungspflichtig Beschäftige (insgesamt),Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (insgesamt)
Sozialversicherungspflichtig Beschäftigte - Anteil,insgesamt,2012,02 Ludwigsvorstadt - Isarvorstadt,"52,4",20471,39058.8,sozialversicherungspflichtig Beschäftige (insgesamt),Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (insgesamt)
Sozialversicherungspflichtig Beschäftigte - Anteil,insgesamt,2012,03 Maxvorstadt,"53,1",21469.8,40404.3,sozialversicherungspflichtig Beschäftige (insgesamt),Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (insgesamt)
Sozialversicherungspflichtig Beschäftigte - Anteil,insgesamt,2012,04 Schwabing - West,53,24917.5,46999.3,sozialversicherungspflichtig Beschäftige (insgesamt),Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (insgesamt)
Sozialversicherungspflichtig Beschäftigte - Anteil,insgesamt,2012,05 Au - Haidhausen,"55,4",24043.3,43373,sozialversicherungspflichtig Beschäftige (insgesamt),Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (insgesamt)
Sozialversicherungspflichtig Beschäftigte - Anteil,insgesamt,2012,06 Sendling,"55,7",16382.5,29386.5,sozialversicherungspflichtig Beschäftige (insgesamt),Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (insgesamt)
Sozialversicherungspflichtig Beschäftigte - Anteil,insgesamt,2012,07 Sendling - Westpark,"55,5",20721.8,37346.5,sozialversicherungspflichtig Beschäftige (insgesamt),Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (insgesamt)
Sozialversicherungspflichtig Beschäftigte - Anteil,insgesamt,2012,08 Schwanthalerhöhe,55,12220.8,22225.3,sozialversicherungspflichtig Beschäftige (insgesamt),Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (insgesamt)
Sozialversicherungspflichtig Beschäftigte - Anteil,insgesamt,2012,09 Neuhausen - Nymphenburg,"53,8",36405,67615,sozialversicherungspflichtig Beschäftige (insgesamt),Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (insgesamt)
Sozialversicherungspflichtig Beschäftigte - Anteil,insgesamt,2012,10 Moosach,"55,1",18944,34376.8,sozialversicherungspflichtig Beschäftige (insgesamt),Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (insgesamt)
Sozialversicherungspflichtig Beschäftigte - Anteil,insgesamt,2012,11 Milbertshofen - Am Hart,"52,5",26931,51291.8,sozialversicherungspflichtig Beschäftige (insgesamt),Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (insgesamt)
Sozialversicherungspflichtig Beschäftigte - Anteil,insgesamt,2012,12 Schwabing - Freimann,"50,7",25103.5,49556.5,sozialversicherungspflichtig Beschäftige (insgesamt),Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (insgesamt)
Sozialversicherungspflichtig Beschäftigte - Anteil,insgesamt,2012,13 Bogenhausen,53,28396.8,53608.8,sozialversicherungspflichtig Beschäftige (insgesamt),Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (insgesamt)
Sozialversicherungspflichtig Beschäftigte - Anteil,insgesamt,2012,14 Berg am Laim,58,17034.5,29355.5,sozialversicherungspflichtig Beschäftige (insgesamt),Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (insgesamt)
Sozialversicherungspflichtig Beschäftigte - Anteil,insgesamt,2012,15 Trudering - Riem,"53,8",23445.5,43539.5,sozialversicherungspflichtig Beschäftige (insgesamt),Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (insgesamt)
